"CustomerID","Recency","Frequency","Monetary","Cluster","CustomerGroup"
15304,60,8,694.4,4,"Regular Customers"
15306,63,3,1174.35,4,"Regular Customers"
15307,95,1,205.3,1,"Inactive Customers"
15308,273,1,310.47,1,"Inactive Customers"
15311,0,91,60767.9,3,"High-Value Customers"
15312,74,4,924.85,4,"Regular Customers"
15313,109,1,52,1,"Inactive Customers"
15314,198,1,327.97,1,"Inactive Customers"
15315,63,2,570.5,1,"Inactive Customers"
15316,326,1,165,1,"Inactive Customers"
15318,3,1,312.62,2,"Occasional Customers"
15319,283,1,204.5,1,"Inactive Customers"
15320,43,1,267.13,1,"Inactive Customers"
15321,70,3,2748.31,4,"Regular Customers"
15322,85,1,679.68,1,"Inactive Customers"
15325,103,1,162.29,1,"Inactive Customers"
15326,333,1,311.71,1,"Inactive Customers"
15327,52,1,208.75,1,"Inactive Customers"
15329,38,3,1049.7,4,"Regular Customers"
15330,31,2,714.96,2,"Occasional Customers"
15332,365,4,1661.06,4,"Regular Customers"
15333,207,1,1028.56,1,"Inactive Customers"
15334,156,3,351.67,1,"Inactive Customers"
15335,53,1,173.97,1,"Inactive Customers"
15339,65,2,574.07,1,"Inactive Customers"
15341,80,1,2020.52,4,"Regular Customers"
15342,129,1,406.09,1,"Inactive Customers"
15343,86,1,364.5,1,"Inactive Customers"
15344,0,3,563.94,2,"Occasional Customers"
15345,45,1,393.54,1,"Inactive Customers"
15346,332,1,252.42,1,"Inactive Customers"
15347,365,1,201.6,1,"Inactive Customers"
15348,71,1,158.04,1,"Inactive Customers"
15349,157,2,473.81,1,"Inactive Customers"
15350,372,1,115.65,1,"Inactive Customers"
15351,11,7,1960.11,3,"High-Value Customers"
15353,254,2,777.02,1,"Inactive Customers"
15355,28,2,277.05,2,"Occasional Customers"
15356,30,10,2766.5,3,"High-Value Customers"
15358,4,22,8347.2,3,"High-Value Customers"
15360,39,1,427.93,2,"Occasional Customers"
15361,361,1,418.92,1,"Inactive Customers"
15363,372,1,326,1,"Inactive Customers"
15364,95,2,913.19,4,"Regular Customers"
15365,25,7,2314.32,4,"Regular Customers"
15366,74,2,602.51,1,"Inactive Customers"
15367,56,4,1877.59,4,"Regular Customers"
15368,20,1,446.94,2,"Occasional Customers"
15370,40,7,2386.05,4,"Regular Customers"
15372,136,1,2007.4,4,"Regular Customers"
15373,7,12,2415.91,3,"High-Value Customers"
15374,128,1,168,1,"Inactive Customers"
15376,39,3,1233.36,4,"Regular Customers"
15379,168,7,3703.29,4,"Regular Customers"
15380,8,5,1690.26,4,"Regular Customers"
15381,213,2,596.85,1,"Inactive Customers"
15382,14,6,5955.71,3,"High-Value Customers"
15384,169,2,642.41,1,"Inactive Customers"
15385,39,1,316.88,1,"Inactive Customers"
15386,185,1,394.14,1,"Inactive Customers"
15388,269,1,140.54,1,"Inactive Customers"
15389,171,1,500,1,"Inactive Customers"
15392,4,4,1535.53,2,"Occasional Customers"
15393,15,2,231.86,2,"Occasional Customers"
15394,9,4,2183.54,4,"Regular Customers"
15395,325,1,107.45,1,"Inactive Customers"
15396,112,1,288.18,1,"Inactive Customers"
15397,289,1,94,1,"Inactive Customers"
15398,15,2,1345.53,2,"Occasional Customers"
15399,0,3,815.77,2,"Occasional Customers"
15400,91,5,716.2,4,"Regular Customers"
15402,148,2,626.77,1,"Inactive Customers"
15405,188,1,349.1,1,"Inactive Customers"
15406,30,2,510.71,2,"Occasional Customers"
15407,33,4,1056.44,4,"Regular Customers"
15408,263,1,267.18,1,"Inactive Customers"
15410,83,8,3450.84,4,"Regular Customers"
15411,25,4,1358.88,4,"Regular Customers"
15412,170,1,190.53,1,"Inactive Customers"
15414,9,3,774.9,2,"Occasional Customers"
15415,312,1,572.81,1,"Inactive Customers"
15416,64,4,3984.32,4,"Regular Customers"
15417,84,1,508.8,1,"Inactive Customers"
15419,24,1,135.86,2,"Occasional Customers"
15421,58,4,950.36,4,"Regular Customers"
15422,322,2,97.7,1,"Inactive Customers"
15423,37,1,43.5,1,"Inactive Customers"
15424,253,2,383.34,1,"Inactive Customers"
15426,18,5,1447.39,4,"Regular Customers"
15427,32,3,1483.14,4,"Regular Customers"
15428,14,1,93.78,2,"Occasional Customers"
15429,26,2,397.35,2,"Occasional Customers"
15432,22,1,171.19,2,"Occasional Customers"
15433,213,2,533.3,1,"Inactive Customers"
15434,7,5,1041.48,2,"Occasional Customers"
15435,21,1,149.29,2,"Occasional Customers"
15436,11,3,1122.53,2,"Occasional Customers"
15437,261,1,200.16,1,"Inactive Customers"
15438,130,1,156.58,1,"Inactive Customers"
15440,54,3,383.68,4,"Regular Customers"
15442,248,1,594,1,"Inactive Customers"
15443,1,7,3236.91,3,"High-Value Customers"
15444,8,2,1418.26,2,"Occasional Customers"
15445,263,1,113.5,1,"Inactive Customers"
15447,330,1,155.17,1,"Inactive Customers"
15448,312,1,494.64,1,"Inactive Customers"
15449,25,3,974.52,4,"Regular Customers"
15450,29,1,429.84,2,"Occasional Customers"
15452,29,3,538.73,2,"Occasional Customers"
15453,1,7,1388.37,3,"High-Value Customers"
15454,361,1,179.1,1,"Inactive Customers"
15456,282,3,447.22,1,"Inactive Customers"
15457,261,1,237.07,1,"Inactive Customers"
15458,24,1,161.64,2,"Occasional Customers"
15460,353,1,216.76,1,"Inactive Customers"
15462,93,3,234.6,1,"Inactive Customers"
15463,28,1,126.14,2,"Occasional Customers"
15464,337,1,1048.85,1,"Inactive Customers"
15465,19,18,7354.62,3,"High-Value Customers"
15466,84,1,334.53,1,"Inactive Customers"
15467,8,3,524.88,2,"Occasional Customers"
15468,50,2,467.51,2,"Occasional Customers"
15469,49,2,538.55,2,"Occasional Customers"
15471,1,1,469.48,2,"Occasional Customers"
15472,112,1,371.56,1,"Inactive Customers"
15473,13,7,1771.2,3,"High-Value Customers"
15475,76,1,454.11,1,"Inactive Customers"
15478,39,2,1441.42,4,"Regular Customers"
15480,115,1,905.5,1,"Inactive Customers"
15482,15,12,11054.96,3,"High-Value Customers"
15483,160,4,233.81,1,"Inactive Customers"
15484,0,4,3594.31,3,"High-Value Customers"
15485,29,3,2575,4,"Regular Customers"
15488,92,1,91.32,1,"Inactive Customers"
15489,22,3,1134.28,4,"Regular Customers"
15491,94,6,3100.09,4,"Regular Customers"
15492,27,2,659.46,2,"Occasional Customers"
15493,32,5,2001.8,4,"Regular Customers"
15494,20,2,1299.23,2,"Occasional Customers"
15497,17,2,1262.2,2,"Occasional Customers"
15498,2,27,13316.4,3,"High-Value Customers"
15500,7,4,1131.56,2,"Occasional Customers"
15502,15,12,10384.93,3,"High-Value Customers"
15503,362,1,147.09,1,"Inactive Customers"
15504,80,1,52.83,1,"Inactive Customers"
15505,52,5,3610.96,4,"Regular Customers"
15506,22,3,979.26,4,"Regular Customers"
15507,171,1,492.36,1,"Inactive Customers"
15508,188,6,1000.27,4,"Regular Customers"
15510,330,1,250,1,"Inactive Customers"
15511,11,5,909.23,4,"Regular Customers"
15512,155,2,121,1,"Inactive Customers"
15513,32,19,14758.22,3,"High-Value Customers"
15514,11,11,4139.46,3,"High-Value Customers"
15516,44,3,62.43,1,"Inactive Customers"
15517,232,1,267.03,1,"Inactive Customers"
15518,63,8,1942.45,4,"Regular Customers"
15520,1,1,343.5,2,"Occasional Customers"
15521,39,8,3000.2,4,"Regular Customers"
15522,32,2,398.84,2,"Occasional Customers"
15523,83,1,412.01,1,"Inactive Customers"
15524,24,1,440,2,"Occasional Customers"
15525,1,3,825.92,2,"Occasional Customers"
15526,32,2,148.44,2,"Occasional Customers"
15527,18,8,2429.78,3,"High-Value Customers"
15528,253,1,229.33,1,"Inactive Customers"
15529,22,11,3995.23,3,"High-Value Customers"
15530,21,4,1502.35,4,"Regular Customers"
15531,7,2,2007.44,2,"Occasional Customers"
15532,24,4,1580.93,4,"Regular Customers"
15533,18,3,807.57,2,"Occasional Customers"
15535,172,4,536.4,4,"Regular Customers"
15537,162,1,110.92,1,"Inactive Customers"
15539,6,1,538.46,2,"Occasional Customers"
15540,10,1,213.3,2,"Occasional Customers"
15541,113,1,85.13,1,"Inactive Customers"
15543,287,1,127.86,1,"Inactive Customers"
15544,8,9,3546.71,3,"High-Value Customers"
15545,53,2,292.72,1,"Inactive Customers"
15547,6,14,4954.84,3,"High-Value Customers"
15549,76,3,1693.26,4,"Regular Customers"
15550,3,4,575.63,2,"Occasional Customers"
15551,36,1,436.06,2,"Occasional Customers"
15552,216,1,90.12,1,"Inactive Customers"
15553,59,1,437.23,1,"Inactive Customers"
15554,277,1,217.2,1,"Inactive Customers"
15555,11,16,4805.17,3,"High-Value Customers"
15556,23,1,279.77,2,"Occasional Customers"
15557,28,1,473.65,2,"Occasional Customers"
15561,11,4,800.59,2,"Occasional Customers"
15562,351,1,134.55,1,"Inactive Customers"
15563,21,4,1400.44,4,"Regular Customers"
15565,49,2,173.16,1,"Inactive Customers"
15567,18,1,186.01,2,"Occasional Customers"
15568,2,3,758.29,2,"Occasional Customers"
15569,103,5,1375.71,4,"Regular Customers"
15570,6,12,4165.52,3,"High-Value Customers"
15571,11,4,650.43,2,"Occasional Customers"
15572,4,7,2552.86,3,"High-Value Customers"
15573,31,2,607.45,2,"Occasional Customers"
15574,177,4,702.25,4,"Regular Customers"
15576,37,1,940.67,2,"Occasional Customers"
15577,150,3,258.88,1,"Inactive Customers"
15578,161,1,127.1,1,"Inactive Customers"
15579,68,2,348.6,1,"Inactive Customers"
15581,120,13,3679.97,4,"Regular Customers"
15582,24,3,682.91,2,"Occasional Customers"
15584,23,4,725.11,4,"Regular Customers"
15585,176,1,455.3,1,"Inactive Customers"
15587,49,4,913.68,4,"Regular Customers"
15589,255,3,478.53,1,"Inactive Customers"
15592,46,1,388.58,1,"Inactive Customers"
15593,70,1,199.8,1,"Inactive Customers"
15594,15,5,1771.78,4,"Regular Customers"
15596,100,5,1406.59,4,"Regular Customers"
15597,34,1,324.57,2,"Occasional Customers"
15598,52,1,240.68,1,"Inactive Customers"
15599,26,2,761.74,2,"Occasional Customers"
15601,10,14,6776.56,3,"High-Value Customers"
15602,7,9,1297.87,3,"High-Value Customers"
15603,78,1,48.48,1,"Inactive Customers"
15604,51,1,216.39,1,"Inactive Customers"
15605,35,5,1198.23,4,"Regular Customers"
15606,60,9,2920.16,4,"Regular Customers"
15607,336,1,104.76,1,"Inactive Customers"
15608,27,4,1093.68,4,"Regular Customers"
15609,183,1,298.48,1,"Inactive Customers"
15610,51,1,112.46,1,"Inactive Customers"
15611,9,13,1591.45,3,"High-Value Customers"
15612,35,2,195.15,2,"Occasional Customers"
15615,9,23,10399.74,3,"High-Value Customers"
15618,32,4,776.851,4,"Regular Customers"
15619,10,1,336.4,2,"Occasional Customers"
15620,56,3,1553.18,4,"Regular Customers"
15621,3,4,1293.03,2,"Occasional Customers"
15622,42,9,3709.56,4,"Regular Customers"
15623,140,1,301.03,1,"Inactive Customers"
15624,116,4,588.13,4,"Regular Customers"
15625,103,4,1534.26,4,"Regular Customers"
15626,74,2,675.8,4,"Regular Customers"
15628,4,9,2870.24,3,"High-Value Customers"
15630,44,2,1186.35,4,"Regular Customers"
15632,15,8,3285.31,3,"High-Value Customers"
15634,16,1,243.55,2,"Occasional Customers"
15636,89,2,724.76,1,"Inactive Customers"
15637,52,1,223.36,1,"Inactive Customers"
15639,133,1,425.32,1,"Inactive Customers"
15640,3,15,12515.66,3,"High-Value Customers"
15641,104,4,1887.2,4,"Regular Customers"
15643,191,3,664,1,"Inactive Customers"
15644,165,4,813,4,"Regular Customers"
15645,18,1,612.01,2,"Occasional Customers"
15646,157,3,447.64,1,"Inactive Customers"
15648,203,2,657.35,1,"Inactive Customers"
15649,335,2,816,1,"Inactive Customers"
15651,36,3,646.3,4,"Regular Customers"
15652,90,1,337.74,1,"Inactive Customers"
15653,92,2,877.44,4,"Regular Customers"
15654,8,2,922.53,2,"Occasional Customers"
15655,242,1,560.67,1,"Inactive Customers"
15656,44,4,748.5,4,"Regular Customers"
15657,22,1,30,1,"Inactive Customers"
15658,189,5,1024.1,4,"Regular Customers"
15659,43,1,306.45,1,"Inactive Customers"
15660,24,9,1600.86,4,"Regular Customers"
15661,316,2,309.8,1,"Inactive Customers"
15663,105,1,138.14,1,"Inactive Customers"
15664,50,1,386.43,1,"Inactive Customers"
15665,167,2,2242.01,4,"Regular Customers"
15667,39,1,301.32,1,"Inactive Customers"
15668,217,1,76.32,1,"Inactive Customers"
15669,39,4,684.34,4,"Regular Customers"
15670,296,1,173.05,1,"Inactive Customers"
15671,18,7,2657.13,3,"High-Value Customers"
15673,87,4,2881.02,4,"Regular Customers"
15674,72,5,2446.6,4,"Regular Customers"
15675,80,3,323.69,1,"Inactive Customers"
15676,18,3,3435.76,4,"Regular Customers"
15677,48,1,657.23,1,"Inactive Customers"
15678,52,1,352.7,1,"Inactive Customers"
15679,23,4,781.28,4,"Regular Customers"
15680,8,3,1333.68,2,"Occasional Customers"
15681,24,5,1426.16,4,"Regular Customers"
15683,116,1,193.75,1,"Inactive Customers"
15687,8,9,2993.1,3,"High-Value Customers"
15689,119,2,254.1,1,"Inactive Customers"
15690,3,2,239.76,2,"Occasional Customers"
15691,251,1,136.8,1,"Inactive Customers"
15692,27,1,191.04,2,"Occasional Customers"
15694,0,14,6479.4,3,"High-Value Customers"
15695,266,2,409.98,1,"Inactive Customers"
15696,32,8,2736.46,4,"Regular Customers"
15699,17,1,309.65,2,"Occasional Customers"
15700,171,2,696.68,1,"Inactive Customers"
15701,1,4,1542.14,3,"High-Value Customers"
15703,264,1,211.5,1,"Inactive Customers"
15704,139,4,2293.62,4,"Regular Customers"
15705,200,1,143.1,1,"Inactive Customers"
15706,63,4,1060.56,4,"Regular Customers"
15707,34,4,945.58,4,"Regular Customers"
15708,40,7,3364.24,4,"Regular Customers"
15709,283,1,133.25,1,"Inactive Customers"
15712,8,5,1072.36,4,"Regular Customers"
15713,142,2,356.7,1,"Inactive Customers"
15714,11,2,330.88,2,"Occasional Customers"
15716,145,4,1118.81,4,"Regular Customers"
15717,233,1,150.3,1,"Inactive Customers"
15719,32,13,5045.61,3,"High-Value Customers"
15720,23,1,598.73,2,"Occasional Customers"
15721,11,1,507.08,2,"Occasional Customers"
15722,35,5,2222.56,4,"Regular Customers"
15723,364,1,203.1,1,"Inactive Customers"
15724,200,2,218.25,1,"Inactive Customers"
15725,14,1,415.25,2,"Occasional Customers"
15727,16,7,5178.96,3,"High-Value Customers"
15729,212,1,85,1,"Inactive Customers"
15730,65,3,1120.88,4,"Regular Customers"
15732,211,2,294.12,1,"Inactive Customers"
15733,282,1,162.3,1,"Inactive Customers"
15734,114,2,1339.45,4,"Regular Customers"
15737,14,8,1205.12,3,"High-Value Customers"
15738,18,16,4812.42,3,"High-Value Customers"
15739,65,1,449.12,1,"Inactive Customers"
15740,48,1,154.88,1,"Inactive Customers"
15743,15,4,784.46,2,"Occasional Customers"
15744,77,1,34.8,1,"Inactive Customers"
15745,18,4,1094.59,4,"Regular Customers"
15746,133,1,196.88,1,"Inactive Customers"
15747,12,3,974.04,2,"Occasional Customers"
15748,39,1,149.31,1,"Inactive Customers"
15749,234,3,44534.3,4,"Regular Customers"
15750,2,8,2465.48,3,"High-Value Customers"
15752,39,7,2637.38,4,"Regular Customers"
15753,304,1,79.2,1,"Inactive Customers"
15754,50,3,458.57,4,"Regular Customers"
15755,9,6,2364.25,3,"High-Value Customers"
15756,60,4,532.96,4,"Regular Customers"
15757,65,2,714.42,4,"Regular Customers"
15758,24,1,205.25,2,"Occasional Customers"
15759,217,3,253.04,1,"Inactive Customers"
15762,64,2,583.75,1,"Inactive Customers"
15763,31,2,1086.92,4,"Regular Customers"
15764,87,6,3279.97,4,"Regular Customers"
15766,63,1,315.06,1,"Inactive Customers"
15768,115,3,621.83,4,"Regular Customers"
15769,6,26,56252.72,3,"High-Value Customers"
15773,5,1,635.68,2,"Occasional Customers"
15774,68,1,270.8,1,"Inactive Customers"
15775,244,1,104.9,1,"Inactive Customers"
15776,132,1,241.62,1,"Inactive Customers"
15777,240,4,1047.11,4,"Regular Customers"
15780,183,3,475.28,1,"Inactive Customers"
15781,24,3,345.46,2,"Occasional Customers"
15782,9,3,2614.74,4,"Regular Customers"
15783,10,1,246.3,2,"Occasional Customers"
15785,32,5,2328.97,4,"Regular Customers"
15786,45,3,4932.2,4,"Regular Customers"
15787,25,3,948.05,4,"Regular Customers"
15789,357,1,351.3,1,"Inactive Customers"
15790,9,1,220.85,2,"Occasional Customers"
15791,43,2,1612.69,4,"Regular Customers"
15793,14,3,965.61,2,"Occasional Customers"
15795,149,1,610.01,1,"Inactive Customers"
15796,0,8,2711.56,3,"High-Value Customers"
15797,112,4,2207.4,4,"Regular Customers"
15799,75,3,884.14,4,"Regular Customers"
15800,106,2,699.08,1,"Inactive Customers"
15801,45,3,1063.95,4,"Regular Customers"
15802,142,1,451.42,1,"Inactive Customers"
15803,50,1,415.82,1,"Inactive Customers"
15804,0,13,4206.39,3,"High-Value Customers"
15805,22,17,5528.48,3,"High-Value Customers"
15806,45,3,784.58,4,"Regular Customers"
15807,49,3,903.9,4,"Regular Customers"
15808,305,4,3734.97,4,"Regular Customers"
15809,35,5,515.77,4,"Regular Customers"
15810,78,4,1391.98,4,"Regular Customers"
15811,21,6,2218.62,4,"Regular Customers"
15812,106,5,1801.14,4,"Regular Customers"
15813,207,2,1303.91,4,"Regular Customers"
15814,16,4,1945.33,4,"Regular Customers"
15815,63,5,2100.6,4,"Regular Customers"
15819,48,4,1905.45,4,"Regular Customers"
15820,319,1,206.98,1,"Inactive Customers"
15821,43,2,570.96,2,"Occasional Customers"
15822,2,2,885.47,2,"Occasional Customers"
15823,371,1,15,1,"Inactive Customers"
15825,171,1,532.94,1,"Inactive Customers"
15826,55,3,1654.31,4,"Regular Customers"
15827,72,14,1836.09,4,"Regular Customers"
15829,98,2,636.14,1,"Inactive Customers"
15830,37,1,576,2,"Occasional Customers"
15831,57,3,801.76,4,"Regular Customers"
15832,253,1,836.79,1,"Inactive Customers"
15834,69,4,2233.75,4,"Regular Customers"
15835,43,4,954.09,4,"Regular Customers"
15836,49,1,137.37,1,"Inactive Customers"
15837,64,1,391.98,1,"Inactive Customers"
15838,10,19,33643.08,3,"High-Value Customers"
15839,32,3,1048.49,4,"Regular Customers"
15840,58,2,355.56,1,"Inactive Customers"
15841,72,4,1224.06,4,"Regular Customers"
15843,303,1,118.95,1,"Inactive Customers"
15844,45,1,130.74,1,"Inactive Customers"
15845,17,8,3711.77,3,"High-Value Customers"
15847,37,2,389.27,2,"Occasional Customers"
15850,18,2,238.85,2,"Occasional Customers"
15852,186,2,160.71,1,"Inactive Customers"
15853,51,1,110.8,1,"Inactive Customers"
15854,3,12,2974.65,3,"High-Value Customers"
15855,136,5,712.24,4,"Regular Customers"
15856,3,27,16387.57,3,"High-Value Customers"
15857,18,1,297,2,"Occasional Customers"
15858,15,5,1438.85,4,"Regular Customers"
15860,40,8,977.21,4,"Regular Customers"
15861,11,8,3165.36,3,"High-Value Customers"
15862,7,4,832.88,2,"Occasional Customers"
15863,25,2,68.84,2,"Occasional Customers"
15864,21,6,1936.32,4,"Regular Customers"
15865,40,3,895.13,4,"Regular Customers"
15866,100,1,230.53,1,"Inactive Customers"
15867,4,15,3812.64,3,"High-Value Customers"
15869,276,2,149.64,1,"Inactive Customers"
15870,32,1,354.09,2,"Occasional Customers"
15872,14,2,360.93,2,"Occasional Customers"
15874,63,7,4405.88,4,"Regular Customers"
15877,1,2,493.28,2,"Occasional Customers"
15880,368,1,343.28,1,"Inactive Customers"
15881,311,5,501.39,4,"Regular Customers"
15882,198,4,516.36,4,"Regular Customers"
15883,1,2,396.48,2,"Occasional Customers"
15885,92,3,379.35,1,"Inactive Customers"
15886,59,1,181.09,1,"Inactive Customers"
15888,80,1,168.31,1,"Inactive Customers"
15889,156,2,446.87,1,"Inactive Customers"
15891,226,1,524.52,1,"Inactive Customers"
15894,252,2,263.55,1,"Inactive Customers"
15895,149,1,179.17,1,"Inactive Customers"
15897,193,2,222.05,1,"Inactive Customers"
15898,0,5,1388.88,3,"High-Value Customers"
15899,368,1,56.25,1,"Inactive Customers"
15900,23,1,351.11,2,"Occasional Customers"
15901,16,3,363.88,2,"Occasional Customers"
15903,9,7,5126.76,3,"High-Value Customers"
15904,7,1,164.68,2,"Occasional Customers"
15906,19,7,1567.69,4,"Regular Customers"
15907,3,3,967.45,2,"Occasional Customers"
15909,173,1,191.94,1,"Inactive Customers"
15910,0,8,1232.18,3,"High-Value Customers"
15912,177,2,264.62,1,"Inactive Customers"
15916,15,8,1528.09,3,"High-Value Customers"
15917,247,1,123.1,1,"Inactive Customers"
15918,190,2,334.23,1,"Inactive Customers"
15919,19,2,639.89,2,"Occasional Customers"
15920,153,4,167.5,1,"Inactive Customers"
15921,172,1,336.03,1,"Inactive Customers"
15922,372,1,369.5,1,"Inactive Customers"
15923,372,1,127.08,1,"Inactive Customers"
15925,193,1,207.15,1,"Inactive Customers"
15930,66,1,426.63,1,"Inactive Customers"
15932,3,8,2495.87,3,"High-Value Customers"
15933,20,3,1107.46,4,"Regular Customers"
15935,238,2,416.86,1,"Inactive Customers"
15937,63,1,145.35,1,"Inactive Customers"
15938,111,5,404.58,4,"Regular Customers"
15939,89,15,6115.01,3,"High-Value Customers"
15940,310,1,35.8,1,"Inactive Customers"
15942,133,1,337.44,1,"Inactive Customers"
15944,276,1,325.1,1,"Inactive Customers"
15945,364,1,181,1,"Inactive Customers"
15947,82,1,1708.24,4,"Regular Customers"
15948,7,2,955.24,2,"Occasional Customers"
15949,16,2,364.72,2,"Occasional Customers"
15950,31,4,1765.51,4,"Regular Customers"
15951,8,2,708.22,2,"Occasional Customers"
15952,33,4,806.57,4,"Regular Customers"
15953,14,8,1659.38,3,"High-Value Customers"
15955,23,14,4416.26,3,"High-Value Customers"
15957,31,1,428.89,2,"Occasional Customers"
15958,73,1,104.35,1,"Inactive Customers"
15963,19,2,470.76,2,"Occasional Customers"
15965,16,4,845.64,4,"Regular Customers"
15967,22,2,418.83,2,"Occasional Customers"
15969,2,3,666.1,2,"Occasional Customers"
15970,303,1,314.1,1,"Inactive Customers"
15971,17,12,4199.85,3,"High-Value Customers"
15973,366,1,307.82,1,"Inactive Customers"
15974,38,7,3442.15,4,"Regular Customers"
15975,83,1,371.01,1,"Inactive Customers"
15976,164,2,430.94,1,"Inactive Customers"
15977,16,2,1054.73,2,"Occasional Customers"
15978,76,1,1098.78,1,"Inactive Customers"
15980,88,3,2398.86,4,"Regular Customers"
15981,24,8,3408.48,3,"High-Value Customers"
15983,21,4,1475.02,4,"Regular Customers"
15984,2,10,2837.67,3,"High-Value Customers"
15985,122,2,1142.42,4,"Regular Customers"
15986,29,1,168.12,2,"Occasional Customers"
15987,11,7,1451.28,3,"High-Value Customers"
15988,18,1,158.03,2,"Occasional Customers"
15990,43,2,792.11,4,"Regular Customers"
15992,3,1,41.99,2,"Occasional Customers"
15993,8,7,2797.57,3,"High-Value Customers"
15994,54,1,427.07,1,"Inactive Customers"
15996,87,6,1060.68,4,"Regular Customers"
15998,36,5,3089.97,4,"Regular Customers"
16000,2,3,12393.7,3,"High-Value Customers"
16003,29,5,2735.37,4,"Regular Customers"
16005,11,4,615.39,2,"Occasional Customers"
16006,210,1,101.4,1,"Inactive Customers"
16007,47,4,1701.94,4,"Regular Customers"
16008,23,3,478.78,2,"Occasional Customers"
16009,21,4,992.71,4,"Regular Customers"
16010,245,3,407.5,1,"Inactive Customers"
16011,7,16,3362.71,3,"High-Value Customers"
16012,34,3,1415.29,4,"Regular Customers"
16013,3,47,37130.6,3,"High-Value Customers"
16014,37,3,662.38,4,"Regular Customers"
16015,3,3,705.39,2,"Occasional Customers"
16016,2,8,1508.76,3,"High-Value Customers"
16017,46,1,211.88,1,"Inactive Customers"
16018,38,2,408.9,2,"Occasional Customers"
16019,46,9,3786.24,4,"Regular Customers"
16020,16,3,851.01,2,"Occasional Customers"
16022,259,1,628.28,1,"Inactive Customers"
16023,45,3,719.81,4,"Regular Customers"
16024,11,1,251.24,2,"Occasional Customers"
16025,29,1,439.66,2,"Occasional Customers"
16026,42,1,236.09,1,"Inactive Customers"
16027,91,6,934.62,4,"Regular Customers"
16029,38,63,81024.84,3,"High-Value Customers"
16030,309,1,331.24,1,"Inactive Customers"
16031,91,2,548.94,1,"Inactive Customers"
16033,5,20,8816.4,3,"High-Value Customers"
16034,195,3,437.7,1,"Inactive Customers"
16036,86,2,758.92,4,"Regular Customers"
16037,269,3,855.02,4,"Regular Customers"
16038,7,3,471.78,2,"Occasional Customers"
16040,64,3,1313.55,4,"Regular Customers"
16041,30,3,3166.4,4,"Regular Customers"
16042,21,5,1197.27,4,"Regular Customers"
16043,37,4,773.99,4,"Regular Customers"
16045,119,4,1340.7,4,"Regular Customers"
16048,372,2,256.44,1,"Inactive Customers"
16049,39,3,1111.79,4,"Regular Customers"
16050,173,1,137.9,1,"Inactive Customers"
16052,53,1,362.06,1,"Inactive Customers"
16053,32,2,1511.95,4,"Regular Customers"
16054,144,1,783.9,1,"Inactive Customers"
16055,220,1,134.8,1,"Inactive Customers"
16056,44,1,664.85,2,"Occasional Customers"
16057,15,7,2263.12,3,"High-Value Customers"
16059,65,6,1459.86,4,"Regular Customers"
16062,9,4,1153.62,2,"Occasional Customers"
16063,259,1,335.32,1,"Inactive Customers"
16065,364,1,372.09,1,"Inactive Customers"
16066,16,5,1521.87,4,"Regular Customers"
16070,21,2,852.15,2,"Occasional Customers"
16071,44,1,326.24,1,"Inactive Customers"
16072,287,1,584.32,1,"Inactive Customers"
16073,296,1,122.4,1,"Inactive Customers"
16076,2,10,2234.73,3,"High-Value Customers"
16078,283,1,79.2,1,"Inactive Customers"
16079,16,3,1352,4,"Regular Customers"
16080,81,2,217.16,1,"Inactive Customers"
16081,55,5,2806.9,4,"Regular Customers"
16083,100,2,1317.62,4,"Regular Customers"
16084,298,1,436.18,1,"Inactive Customers"
16085,22,5,981.51,4,"Regular Customers"
16086,58,5,1121.39,4,"Regular Customers"
16091,154,2,315.06,1,"Inactive Customers"
16092,114,3,817.86,4,"Regular Customers"
16093,106,1,17,1,"Inactive Customers"
16094,11,4,1078.23,4,"Regular Customers"
16096,263,1,320.62,1,"Inactive Customers"
16097,239,1,185.05,1,"Inactive Customers"
16098,87,7,2005.63,4,"Regular Customers"
16099,49,3,731.9,4,"Regular Customers"
16101,70,1,1290.7,4,"Regular Customers"
16102,41,3,1842.14,4,"Regular Customers"
16103,6,6,1429.64,3,"High-Value Customers"
16104,61,1,302.36,1,"Inactive Customers"
16105,248,1,336.96,1,"Inactive Customers"
16106,65,1,108.38,1,"Inactive Customers"
16107,17,7,3204.16,3,"High-Value Customers"
16108,84,1,842.5,1,"Inactive Customers"
16109,218,2,611.88,1,"Inactive Customers"
16110,44,3,1337.48,4,"Regular Customers"
16112,142,4,195.74,1,"Inactive Customers"
16113,182,1,161.38,1,"Inactive Customers"
16114,170,1,135.75,1,"Inactive Customers"
16115,9,8,1667.97,3,"High-Value Customers"
16116,211,1,612.78,1,"Inactive Customers"
16117,189,1,232.21,1,"Inactive Customers"
16119,7,2,423.36,2,"Occasional Customers"
16120,58,4,1309.14,4,"Regular Customers"
16121,56,2,867.11,4,"Regular Customers"
16122,72,4,684.42,4,"Regular Customers"
16123,51,1,307.78,1,"Inactive Customers"
16124,316,1,249,1,"Inactive Customers"
16125,366,1,289.35,1,"Inactive Customers"
16126,28,4,6287.77,4,"Regular Customers"
16127,38,1,656.25,2,"Occasional Customers"
16128,17,5,1880.22,4,"Regular Customers"
16131,51,6,3506.54,4,"Regular Customers"
16133,3,33,14589.04,3,"High-Value Customers"
16134,21,2,618.09,2,"Occasional Customers"
